rank,count,probability,ci_low,ci_high,advanced_third_groups,group_orders
39,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/F/H/I/K/L,A:Mexico > South Korea > South Africa > Czech Republic | B:Canada > Switzerland > Bosnia and Herzegovina > Qatar | C:Scotland > Haiti > Morocco > Brazil | D:Paraguay > Turkey > Australia > United States | E:Curaçao > Ecuador > Ivory Coast > Germany | F:Japan > Tunisia > Sweden > Netherlands | G:Egypt > Iran > New Zealand > Belgium | H:Uruguay > Spain > Cape Verde > Saudi Arabia | I:Norway > Iraq > France > Senegal | J:Argentina > Austria > Algeria > Jordan | K:Dem. Rep. of Congo > Colombia > Portugal > Uzbekistan | L:England > Panama > Croatia > Ghana
40,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/C/E/F/G/I/K/L,A:South Korea > Mexico > Czech Republic > South Africa | B:Canada > Switzerland > Bosnia and Herzegovina > Qatar | C:Morocco > Haiti > Scotland > Brazil | D:Australia > Turkey > Paraguay > United States | E:Ivory Coast > Ecuador > Curaçao > Germany | F:Japan > Netherlands > Sweden > Tunisia | G:Egypt > Belgium > Iran > New Zealand | H:Uruguay > Spain > Cape Verde > Saudi Arabia | I:France > Iraq > Norway > Senegal | J:Austria > Algeria > Jordan > Argentina | K:Colombia > Portugal > Uzbekistan > Dem. Rep. of Congo | L:Croatia > Panama > England > Ghana
41,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/D/E/F/G/I/J/K,A:Mexico > South Africa > South Korea > Czech Republic | B:Bosnia and Herzegovina > Canada > Qatar > Switzerland | C:Scotland > Brazil > Morocco > Haiti | D:United States > Turkey > Paraguay > Australia | E:Curaçao > Ecuador > Germany > Ivory Coast | F:Tunisia > Netherlands > Japan > Sweden | G:Egypt > Iran > Belgium > New Zealand | H:Spain > Saudi Arabia > Cape Verde > Uruguay | I:Norway > Iraq > France > Senegal | J:Argentina > Austria > Algeria > Jordan | K:Portugal > Dem. Rep. of Congo > Colombia > Uzbekistan | L:Ghana > Panama > England > Croatia
42,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/D/E/F/G/K/L,A:Mexico > Czech Republic > South Africa > South Korea | B:Canada > Switzerland > Qatar > Bosnia and Herzegovina | C:Scotland > Brazil > Morocco > Haiti | D:United States > Turkey > Paraguay > Australia | E:Germany > Curaçao > Ivory Coast > Ecuador | F:Netherlands > Sweden > Tunisia > Japan | G:Egypt > Belgium > Iran > New Zealand | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:Iraq > France > Senegal > Norway | J:Argentina > Austria > Jordan > Algeria | K:Colombia > Dem. Rep. of Congo > Uzbekistan > Portugal | L:England > Panama > Croatia > Ghana
43,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/D/E/F/I/J/L,A:Czech Republic > South Korea > Mexico > South Africa | B:Switzerland > Canada > Bosnia and Herzegovina > Qatar | C:Morocco > Brazil > Haiti > Scotland | D:United States > Turkey > Paraguay > Australia | E:Ivory Coast > Curaçao > Ecuador > Germany | F:Japan > Sweden > Netherlands > Tunisia | G:Belgium > Iran > Egypt > New Zealand | H:Spain > Uruguay > Cape Verde > Saudi Arabia | I:Norway > Senegal > France > Iraq | J:Argentina > Jordan > Algeria > Austria | K:Uzbekistan > Dem. Rep. of Congo > Colombia > Portugal | L:Ghana > Croatia > Panama > England
44,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/D/F/G/H/J/K,A:Mexico > South Korea > Czech Republic > South Africa | B:Canada > Switzerland > Qatar > Bosnia and Herzegovina | C:Brazil > Morocco > Scotland > Haiti | D:Australia > United States > Turkey > Paraguay | E:Ecuador > Germany > Curaçao > Ivory Coast | F:Japan > Tunisia > Netherlands > Sweden | G:Belgium > Iran > Egypt > New Zealand | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:Norway > Senegal > France > Iraq | J:Argentina > Austria > Algeria > Jordan | K:Colombia > Uzbekistan > Portugal > Dem. Rep. of Congo | L:England > Croatia > Panama > Ghana
45,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/E/F/G/I/K,A:Mexico > Czech Republic > South Korea > South Africa | B:Switzerland > Canada > Qatar > Bosnia and Herzegovina | C:Brazil > Haiti > Scotland > Morocco | D:Australia > Turkey > United States > Paraguay | E:Germany > Ecuador > Ivory Coast > Curaçao | F:Netherlands > Sweden > Japan > Tunisia | G:Iran > Egypt > Belgium > New Zealand | H:Spain > Cape Verde > Saudi Arabia > Uruguay | I:Iraq > Norway > Senegal > France | J:Algeria > Jordan > Argentina > Austria | K:Colombia > Dem. Rep. of Congo > Portugal > Uzbekistan | L:Croatia > England > Panama > Ghana
46,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/D/E/G/H/I/J,A:Mexico > South Korea > South Africa > Czech Republic | B:Switzerland > Bosnia and Herzegovina > Canada > Qatar | C:Morocco > Brazil > Haiti > Scotland | D:United States > Australia > Turkey > Paraguay | E:Germany > Ecuador > Ivory Coast > Curaçao | F:Netherlands > Japan > Sweden > Tunisia | G:Belgium > Egypt > Iran > New Zealand | H:Uruguay > Saudi Arabia > Cape Verde > Spain | I:Senegal > France > Norway > Iraq | J:Argentina > Algeria > Austria > Jordan | K:Colombia > Uzbekistan > Dem. Rep. of Congo > Portugal | L:England > Panama > Croatia > Ghana
47,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/C/D/E/G/H/K/L,A:Mexico > Czech Republic > South Africa > South Korea | B:Canada > Qatar > Bosnia and Herzegovina > Switzerland | C:Haiti > Brazil > Scotland > Morocco | D:United States > Australia > Turkey > Paraguay | E:Germany > Ecuador > Ivory Coast > Curaçao | F:Netherlands > Tunisia > Japan > Sweden | G:Iran > New Zealand > Belgium > Egypt | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:France > Senegal > Norway > Iraq | J:Jordan > Argentina > Algeria > Austria | K:Colombia > Uzbekistan > Portugal > Dem. Rep. of Congo | L:Croatia > Panama > England > Ghana
48,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/D/E/I/J/K/L,A:Mexico > Czech Republic > South Korea > South Africa | B:Qatar > Canada > Bosnia and Herzegovina > Switzerland | C:Brazil > Morocco > Scotland > Haiti | D:Turkey > Australia > United States > Paraguay | E:Ecuador > Ivory Coast > Germany > Curaçao | F:Japan > Sweden > Netherlands > Tunisia | G:Belgium > Egypt > Iran > New Zealand | H:Uruguay > Spain > Saudi Arabia > Cape Verde | I:France > Norway > Senegal > Iraq | J:Argentina > Algeria > Austria > Jordan | K:Uzbekistan > Dem. Rep. of Congo > Colombia > Portugal | L:Croatia > Panama > England > Ghana
49,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/D/E/F/K/L,A:South Africa > Mexico > Czech Republic > South Korea | B:Canada > Qatar > Switzerland > Bosnia and Herzegovina | C:Haiti > Scotland > Morocco > Brazil | D:Paraguay > United States > Australia > Turkey | E:Curaçao > Ecuador > Germany > Ivory Coast | F:Japan > Sweden > Netherlands > Tunisia | G:Belgium > Iran > New Zealand > Egypt | H:Uruguay > Spain > Cape Verde > Saudi Arabia | I:Iraq > Senegal > Norway > France | J:Argentina > Austria > Jordan > Algeria | K:Portugal > Uzbekistan > Colombia > Dem. Rep. of Congo | L:Croatia > Panama > Ghana > England
50,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/D/G/H/I/J/L,A:Mexico > Czech Republic > South Africa > South Korea | B:Switzerland > Bosnia and Herzegovina > Qatar > Canada | C:Morocco > Brazil > Scotland > Haiti | D:Australia > United States > Paraguay > Turkey | E:Ecuador > Ivory Coast > Germany > Curaçao | F:Tunisia > Sweden > Netherlands > Japan | G:Belgium > Iran > Egypt > New Zealand | H:Cape Verde > Spain > Saudi Arabia > Uruguay | I:Senegal > Iraq > France > Norway | J:Algeria > Austria > Argentina > Jordan | K:Portugal > Colombia > Uzbekistan > Dem. Rep. of Congo | L:England > Ghana > Croatia > Panama
51,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/C/D/E/F/I/K/L,A:South Korea > Czech Republic > Mexico > South Africa | B:Bosnia and Herzegovina > Canada > Switzerland > Qatar | C:Morocco > Brazil > Scotland > Haiti | D:Paraguay > Australia > United States > Turkey | E:Ecuador > Germany > Ivory Coast > Curaçao | F:Japan > Sweden > Tunisia > Netherlands | G:New Zealand > Egypt > Belgium > Iran | H:Spain > Saudi Arabia > Cape Verde > Uruguay | I:Senegal > Iraq > France > Norway | J:Argentina > Algeria > Austria > Jordan | K:Portugal > Colombia > Dem. Rep. of Congo > Uzbekistan | L:England > Panama > Croatia > Ghana
52,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/E/I/J/K/L,A:Mexico > South Korea > South Africa > Czech Republic | B:Canada > Bosnia and Herzegovina > Switzerland > Qatar | C:Morocco > Haiti > Brazil > Scotland | D:Paraguay > Australia > United States > Turkey | E:Germany > Ivory Coast > Ecuador > Curaçao | F:Tunisia > Japan > Netherlands > Sweden | G:Iran > Egypt > Belgium > New Zealand | H:Uruguay > Cape Verde > Saudi Arabia > Spain | I:Norway > France > Senegal > Iraq | J:Austria > Argentina > Algeria > Jordan | K:Colombia > Uzbekistan > Dem. Rep. of Congo > Portugal | L:Croatia > Ghana > Panama > England
53,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/D/E/G/I/K/L,A:South Korea > Mexico > South Africa > Czech Republic | B:Canada > Switzerland > Bosnia and Herzegovina > Qatar | C:Scotland > Brazil > Haiti > Morocco | D:Paraguay > United States > Turkey > Australia | E:Ecuador > Ivory Coast > Curaçao > Germany | F:Netherlands > Japan > Tunisia > Sweden | G:Belgium > Iran > New Zealand > Egypt | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:Senegal > Iraq > France > Norway | J:Argentina > Algeria > Austria > Jordan | K:Colombia > Portugal > Uzbekistan > Dem. Rep. of Congo | L:England > Croatia > Panama > Ghana
54,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/D/E/H/I/K,A:South Korea > Mexico > South Africa > Czech Republic | B:Bosnia and Herzegovina > Switzerland > Canada > Qatar | C:Morocco > Haiti > Brazil > Scotland | D:Paraguay > Australia > Turkey > United States | E:Ecuador > Ivory Coast > Germany > Curaçao | F:Netherlands > Japan > Tunisia > Sweden | G:Iran > New Zealand > Egypt > Belgium | H:Spain > Cape Verde > Saudi Arabia > Uruguay | I:France > Norway > Iraq > Senegal | J:Austria > Argentina > Jordan > Algeria | K:Portugal > Dem. Rep. of Congo > Colombia > Uzbekistan | L:England > Panama > Croatia > Ghana
55,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/C/E/F/H/I/J/L,A:South Africa > Mexico > South Korea > Czech Republic | B:Canada > Bosnia and Herzegovina > Switzerland > Qatar | C:Morocco > Scotland > Brazil > Haiti | D:Turkey > Australia > Paraguay > United States | E:Ecuador > Ivory Coast > Germany > Curaçao | F:Sweden > Japan > Netherlands > Tunisia | G:Egypt > Belgium > Iran > New Zealand | H:Uruguay > Cape Verde > Spain > Saudi Arabia | I:Norway > Senegal > France > Iraq | J:Austria > Jordan > Algeria > Argentina | K:Colombia > Portugal > Uzbekistan > Dem. Rep. of Congo | L:Ghana > Croatia > Panama > England
56,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/D/E/F/H/J/L,A:Czech Republic > Mexico > South Korea > South Africa | B:Canada > Switzerland > Bosnia and Herzegovina > Qatar | C:Scotland > Morocco > Brazil > Haiti | D:Paraguay > Australia > United States > Turkey | E:Germany > Ivory Coast > Ecuador > Curaçao | F:Netherlands > Tunisia > Sweden > Japan | G:Iran > Egypt > New Zealand > Belgium | H:Spain > Uruguay > Cape Verde > Saudi Arabia | I:France > Iraq > Senegal > Norway | J:Austria > Argentina > Algeria > Jordan | K:Colombia > Portugal > Dem. Rep. of Congo > Uzbekistan | L:Ghana > England > Panama > Croatia
57,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/D/F/G/H/I/K,A:South Africa > Mexico > Czech Republic > South Korea | B:Canada > Switzerland > Bosnia and Herzegovina > Qatar | C:Morocco > Brazil > Scotland > Haiti | D:Australia > Turkey > Paraguay > United States | E:Germany > Ivory Coast > Ecuador > Curaçao | F:Tunisia > Japan > Sweden > Netherlands | G:New Zealand > Belgium > Egypt > Iran | H:Uruguay > Spain > Cape Verde > Saudi Arabia | I:Norway > France > Iraq > Senegal | J:Jordan > Algeria > Argentina > Austria | K:Dem. Rep. of Congo > Portugal > Uzbekistan > Colombia | L:England > Croatia > Panama > Ghana
58,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/D/E/G/H/I/K/L,A:Czech Republic > Mexico > South Africa > South Korea | B:Canada > Switzerland > Bosnia and Herzegovina > Qatar | C:Brazil > Morocco > Haiti > Scotland | D:Turkey > United States > Paraguay > Australia | E:Germany > Ivory Coast > Ecuador > Curaçao | F:Japan > Tunisia > Netherlands > Sweden | G:Belgium > Egypt > New Zealand > Iran | H:Uruguay > Cape Verde > Spain > Saudi Arabia | I:Iraq > France > Norway > Senegal | J:Argentina > Algeria > Austria > Jordan | K:Dem. Rep. of Congo > Uzbekistan > Portugal > Colombia | L:Croatia > England > Panama > Ghana
59,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/E/F/H/I/J,A:Czech Republic > South Korea > Mexico > South Africa | B:Canada > Qatar > Bosnia and Herzegovina > Switzerland | C:Brazil > Haiti > Morocco > Scotland | D:United States > Paraguay > Australia > Turkey | E:Germany > Ecuador > Ivory Coast > Curaçao | F:Netherlands > Tunisia > Sweden > Japan | G:Belgium > Egypt > Iran > New Zealand | H:Uruguay > Spain > Cape Verde > Saudi Arabia | I:Iraq > Norway > France > Senegal | J:Algeria > Jordan > Austria > Argentina | K:Colombia > Portugal > Dem. Rep. of Congo > Uzbekistan | L:Croatia > England > Panama > Ghana
60,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/E/F/I/J/K,A:Mexico > South Korea > South Africa > Czech Republic | B:Qatar > Bosnia and Herzegovina > Switzerland > Canada | C:Brazil > Scotland > Morocco > Haiti | D:United States > Australia > Turkey > Paraguay | E:Curaçao > Ecuador > Ivory Coast > Germany | F:Netherlands > Sweden > Tunisia > Japan | G:Belgium > Egypt > New Zealand > Iran | H:Spain > Uruguay > Cape Verde > Saudi Arabia | I:Iraq > Senegal > Norway > France | J:Argentina > Austria > Algeria > Jordan | K:Uzbekistan > Colombia > Dem. Rep. of Congo > Portugal | L:Panama > Ghana > England > Croatia
61,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/C/D/F/G/J/K/L,A:Mexico > Czech Republic > South Korea > South Africa | B:Switzerland > Bosnia and Herzegovina > Canada > Qatar | C:Brazil > Morocco > Scotland > Haiti | D:Turkey > United States > Paraguay > Australia | E:Germany > Ivory Coast > Curaçao > Ecuador | F:Japan > Netherlands > Tunisia > Sweden | G:Belgium > Egypt > New Zealand > Iran | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:Senegal > Norway > France > Iraq | J:Algeria > Argentina > Jordan > Austria | K:Portugal > Dem. Rep. of Congo > Colombia > Uzbekistan | L:England > Panama > Ghana > Croatia
62,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/E/F/H/J/K,A:Mexico > Czech Republic > South Korea > South Africa | B:Canada > Bosnia and Herzegovina > Switzerland > Qatar | C:Brazil > Scotland > Morocco > Haiti | D:United States > Paraguay > Australia > Turkey | E:Ivory Coast > Ecuador > Germany > Curaçao | F:Japan > Netherlands > Tunisia > Sweden | G:Belgium > Iran > Egypt > New Zealand | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:Norway > Iraq > France > Senegal | J:Algeria > Argentina > Austria > Jordan | K:Colombia > Dem. Rep. of Congo > Portugal > Uzbekistan | L:England > Panama > Croatia > Ghana
63,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/D/G/I/J/K,A:South Korea > Mexico > Czech Republic > South Africa | B:Canada > Bosnia and Herzegovina > Switzerland > Qatar | C:Brazil > Haiti > Scotland > Morocco | D:Paraguay > Turkey > Australia > United States | E:Ecuador > Ivory Coast > Curaçao > Germany | F:Japan > Netherlands > Tunisia > Sweden | G:Iran > New Zealand > Belgium > Egypt | H:Spain > Cape Verde > Saudi Arabia > Uruguay | I:France > Senegal > Iraq > Norway | J:Argentina > Algeria > Austria > Jordan | K:Dem. Rep. of Congo > Colombia > Uzbekistan > Portugal | L:Ghana > England > Croatia > Panama
64,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/E/F/G/I/J/K/L,A:Mexico > South Korea > Czech Republic > South Africa | B:Bosnia and Herzegovina > Switzerland > Canada > Qatar | C:Brazil > Morocco > Haiti > Scotland | D:Paraguay > United States > Australia > Turkey | E:Ecuador > Ivory Coast > Curaçao > Germany | F:Japan > Netherlands > Tunisia > Sweden | G:New Zealand > Egypt > Iran > Belgium | H:Spain > Saudi Arabia > Cape Verde > Uruguay | I:Norway > Senegal > France > Iraq | J:Argentina > Jordan > Algeria > Austria | K:Uzbekistan > Colombia > Portugal > Dem. Rep. of Congo | L:Croatia > England > Ghana > Panama
65,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/E/H/I/J/L,A:Mexico > Czech Republic > South Africa > South Korea | B:Canada > Qatar > Switzerland > Bosnia and Herzegovina | C:Haiti > Morocco > Scotland > Brazil | D:Paraguay > Turkey > United States > Australia | E:Germany > Ecuador > Ivory Coast > Curaçao | F:Tunisia > Netherlands > Japan > Sweden | G:Egypt > Iran > New Zealand > Belgium | H:Spain > Uruguay > Cape Verde > Saudi Arabia | I:Norway > France > Iraq > Senegal | J:Argentina > Jordan > Austria > Algeria | K:Portugal > Colombia > Uzbekistan > Dem. Rep. of Congo | L:Croatia > Panama > England > Ghana
66,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/E/F/I/J/K/L,A:Mexico > South Africa > Czech Republic > South Korea | B:Bosnia and Herzegovina > Switzerland > Canada > Qatar | C:Morocco > Brazil > Scotland > Haiti | D:Australia > Paraguay > United States > Turkey | E:Germany > Ecuador > Ivory Coast > Curaçao | F:Netherlands > Sweden > Tunisia > Japan | G:Iran > Egypt > New Zealand > Belgium | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:Iraq > France > Senegal > Norway | J:Argentina > Jordan > Algeria > Austria | K:Portugal > Uzbekistan > Dem. Rep. of Congo > Colombia | L:England > Croatia > Panama > Ghana
67,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/E/F/I/J/K/L,A:Mexico > Czech Republic > South Korea > South Africa | B:Switzerland > Bosnia and Herzegovina > Qatar > Canada | C:Brazil > Morocco > Haiti > Scotland | D:Australia > United States > Turkey > Paraguay | E:Ivory Coast > Curaçao > Germany > Ecuador | F:Netherlands > Tunisia > Japan > Sweden | G:Belgium > Egypt > New Zealand > Iran | H:Uruguay > Spain > Saudi Arabia > Cape Verde | I:Senegal > Iraq > France > Norway | J:Algeria > Argentina > Jordan > Austria | K:Uzbekistan > Colombia > Portugal > Dem. Rep. of Congo | L:Panama > England > Ghana > Croatia
68,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/D/E/F/H/I/L,A:South Africa > Czech Republic > South Korea > Mexico | B:Canada > Switzerland > Bosnia and Herzegovina > Qatar | C:Morocco > Brazil > Scotland > Haiti | D:Paraguay > Australia > United States > Turkey | E:Ecuador > Ivory Coast > Curaçao > Germany | F:Tunisia > Japan > Sweden > Netherlands | G:Belgium > New Zealand > Iran > Egypt | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:Senegal > Norway > France > Iraq | J:Argentina > Algeria > Austria > Jordan | K:Portugal > Dem. Rep. of Congo > Uzbekistan > Colombia | L:Panama > England > Croatia > Ghana
69,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,D/E/F/G/I/J/K/L,A:Mexico > South Korea > Czech Republic > South Africa | B:Canada > Switzerland > Qatar > Bosnia and Herzegovina | C:Brazil > Morocco > Scotland > Haiti | D:Paraguay > United States > Australia > Turkey | E:Ivory Coast > Germany > Ecuador > Curaçao | F:Japan > Sweden > Netherlands > Tunisia | G:Belgium > Egypt > New Zealand > Iran | H:Cape Verde > Spain > Saudi Arabia > Uruguay | I:Senegal > France > Norway > Iraq | J:Algeria > Argentina > Austria > Jordan | K:Colombia > Dem. Rep. of Congo > Portugal > Uzbekistan | L:Ghana > England > Panama > Croatia
70,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/D/G/H/J/K,A:Mexico > South Korea > Czech Republic > South Africa | B:Canada > Switzerland > Qatar > Bosnia and Herzegovina | C:Morocco > Haiti > Scotland > Brazil | D:Paraguay > Turkey > United States > Australia | E:Germany > Ecuador > Ivory Coast > Curaçao | F:Netherlands > Japan > Tunisia > Sweden | G:Belgium > New Zealand > Egypt > Iran | H:Spain > Saudi Arabia > Uruguay > Cape Verde | I:Senegal > France > Iraq > Norway | J:Jordan > Argentina > Austria > Algeria | K:Colombia > Uzbekistan > Dem. Rep. of Congo > Portugal | L:Panama > England > Ghana > Croatia
71,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/F/G/I/J/K/L,A:Mexico > South Korea > South Africa > Czech Republic | B:Switzerland > Canada > Bosnia and Herzegovina > Qatar | C:Haiti > Scotland > Brazil > Morocco | D:United States > Paraguay > Australia > Turkey | E:Ecuador > Ivory Coast > Curaçao > Germany | F:Japan > Netherlands > Sweden > Tunisia | G:Belgium > New Zealand > Egypt > Iran | H:Spain > Uruguay > Cape Verde > Saudi Arabia | I:Senegal > Norway > France > Iraq | J:Jordan > Austria > Argentina > Algeria | K:Portugal > Dem. Rep. of Congo > Colombia > Uzbekistan | L:Panama > England > Croatia > Ghana
72,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/E/F/G/H/I,A:South Korea > Mexico > Czech Republic > South Africa | B:Bosnia and Herzegovina > Canada > Switzerland > Qatar | C:Brazil > Morocco > Scotland > Haiti | D:United States > Paraguay > Australia > Turkey | E:Curaçao > Ecuador > Germany > Ivory Coast | F:Japan > Netherlands > Sweden > Tunisia | G:Egypt > Belgium > Iran > New Zealand | H:Uruguay > Spain > Saudi Arabia > Cape Verde | I:Senegal > France > Norway > Iraq | J:Algeria > Austria > Argentina > Jordan | K:Colombia > Portugal > Dem. Rep. of Congo > Uzbekistan | L:England > Ghana > Croatia > Panama
73,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,D/F/G/H/I/J/K/L,A:Mexico > South Africa > South Korea > Czech Republic | B:Switzerland > Canada > Qatar > Bosnia and Herzegovina | C:Brazil > Scotland > Haiti > Morocco | D:Paraguay > Australia > Turkey > United States | E:Germany > Ecuador > Ivory Coast > Curaçao | F:Japan > Sweden > Tunisia > Netherlands | G:Egypt > Belgium > Iran > New Zealand | H:Uruguay > Spain > Cape Verde > Saudi Arabia | I:France > Senegal > Norway > Iraq | J:Argentina > Austria > Algeria > Jordan | K:Portugal > Uzbekistan > Colombia > Dem. Rep. of Congo | L:England > Croatia > Ghana > Panama
74,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/D/E/F/G/H/I,A:South Korea > Czech Republic > Mexico > South Africa | B:Switzerland > Qatar > Canada > Bosnia and Herzegovina | C:Brazil > Morocco > Scotland > Haiti | D:United States > Turkey > Paraguay > Australia | E:Ecuador > Ivory Coast > Germany > Curaçao | F:Sweden > Netherlands > Tunisia > Japan | G:Belgium > Iran > Egypt > New Zealand | H:Saudi Arabia > Uruguay > Cape Verde > Spain | I:France > Senegal > Iraq > Norway | J:Argentina > Austria > Algeria > Jordan | K:Portugal > Colombia > Dem. Rep. of Congo > Uzbekistan | L:England > Croatia > Panama > Ghana
75,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/D/F/G/J/K/L,A:Mexico > South Korea > South Africa > Czech Republic | B:Bosnia and Herzegovina > Switzerland > Qatar > Canada | C:Morocco > Scotland > Haiti > Brazil | D:Australia > Turkey > United States > Paraguay | E:Germany > Curaçao > Ecuador > Ivory Coast | F:Tunisia > Japan > Netherlands > Sweden | G:Iran > New Zealand > Belgium > Egypt | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:France > Senegal > Norway > Iraq | J:Austria > Algeria > Jordan > Argentina | K:Portugal > Colombia > Dem. Rep. of Congo > Uzbekistan | L:England > Croatia > Panama > Ghana
76,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/C/D/F/H/I/J/K,A:Czech Republic > Mexico > South Korea > South Africa | B:Switzerland > Canada > Qatar > Bosnia and Herzegovina | C:Brazil > Morocco > Scotland > Haiti | D:Paraguay > United States > Australia > Turkey | E:Ivory Coast > Ecuador > Curaçao > Germany | F:Japan > Tunisia > Netherlands > Sweden | G:Egypt > New Zealand > Iran > Belgium | H:Spain > Cape Verde > Uruguay > Saudi Arabia | I:Norway > France > Senegal > Iraq | J:Argentina > Algeria > Jordan > Austria | K:Uzbekistan > Portugal > Colombia > Dem. Rep. of Congo | L:Panama > Croatia > Ghana > England
77,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/D/E/F/G/H/K,A:South Korea > South Africa > Czech Republic > Mexico | B:Switzerland > Canada > Bosnia and Herzegovina > Qatar | C:Haiti > Scotland > Morocco > Brazil | D:Turkey > Paraguay > United States > Australia | E:Ivory Coast > Germany > Ecuador > Curaçao | F:Tunisia > Japan > Sweden > Netherlands | G:Egypt > Iran > Belgium > New Zealand | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:Senegal > Norway > France > Iraq | J:Argentina > Austria > Algeria > Jordan | K:Dem. Rep. of Congo > Colombia > Portugal > Uzbekistan | L:Ghana > Croatia > England > Panama
78,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/D/E/G/I/J/L,A:South Africa > Mexico > South Korea > Czech Republic | B:Bosnia and Herzegovina > Switzerland > Canada > Qatar | C:Scotland > Brazil > Morocco > Haiti | D:Australia > Turkey > United States > Paraguay | E:Ecuador > Curaçao > Germany > Ivory Coast | F:Tunisia > Sweden > Netherlands > Japan | G:Belgium > New Zealand > Egypt > Iran | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:Senegal > Iraq > France > Norway | J:Jordan > Austria > Algeria > Argentina | K:Colombia > Portugal > Dem. Rep. of Congo > Uzbekistan | L:England > Croatia > Ghana > Panama
79,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/D/E/G/H/I/K/L,A:Mexico > South Africa > South Korea > Czech Republic | B:Switzerland > Bosnia and Herzegovina > Canada > Qatar | C:Brazil > Morocco > Haiti > Scotland | D:Australia > Turkey > United States > Paraguay | E:Germany > Ivory Coast > Curaçao > Ecuador | F:Japan > Netherlands > Tunisia > Sweden | G:Iran > Belgium > New Zealand > Egypt | H:Spain > Saudi Arabia > Cape Verde > Uruguay | I:Senegal > Iraq > France > Norway | J:Argentina > Austria > Jordan > Algeria | K:Colombia > Portugal > Uzbekistan > Dem. Rep. of Congo | L:England > Croatia > Panama > Ghana
